date,street_name,hour,day_of_week,day_number,is_weekend,is_peak_hour,probe_count,segment_count,average_speed_limit,average_frc,total_distance
2024-08-11,Mathura Road,17,Sunday,6,1,1,154465,759,49.1331,1.9763,50900.63
2024-08-11,Mathura Road,18,Sunday,6,1,1,144121,759,49.1331,1.9763,50900.63
2024-08-11,Mathura Road,19,Sunday,6,1,1,138208,759,49.1331,1.9763,50900.63
2024-08-11,Mathura Road,20,Sunday,6,1,1,118301,759,49.1331,1.9763,50900.63
2024-08-11,Mathura Road,21,Sunday,6,1,0,105447,759,49.1331,1.9763,50900.63
2024-08-11,Mathura Road,22,Sunday,6,1,0,93729,759,49.1331,1.9763,50900.63
2024-08-11,Mathura Road,23,Sunday,6,1,0,74040,759,49.1331,1.9763,50900.63
2024-08-11,Outer Ring Road,0,Sunday,6,1,0,210053,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,1,Sunday,6,1,0,163374,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,2,Sunday,6,1,0,121283,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,3,Sunday,6,1,0,103858,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,4,Sunday,6,1,0,80223,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,5,Sunday,6,1,0,65922,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,6,Sunday,6,1,0,80402,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,7,Sunday,6,1,1,86143,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,8,Sunday,6,1,1,94006,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,9,Sunday,6,1,1,115930,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,10,Sunday,6,1,0,163931,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,11,Sunday,6,1,0,209012,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,12,Sunday,6,1,0,273133,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,13,Sunday,6,1,0,318070,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,14,Sunday,6,1,0,333386,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,15,Sunday,6,1,0,348148,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,16,Sunday,6,1,0,255236,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,17,Sunday,6,1,1,236323,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,18,Sunday,6,1,1,244841,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,19,Sunday,6,1,1,219659,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,20,Sunday,6,1,1,181156,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,21,Sunday,6,1,0,161261,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,22,Sunday,6,1,0,147731,712,46.8048,2.4593,43347.7
2024-08-11,Outer Ring Road,23,Sunday,6,1,0,120745,712,46.8048,2.4593,43347.7
2024-08-11,Aurobindo Marg,0,Sunday,6,1,0,103060,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,1,Sunday,6,1,0,84458,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,2,Sunday,6,1,0,58211,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,3,Sunday,6,1,0,41092,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,4,Sunday,6,1,0,31663,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,5,Sunday,6,1,0,31687,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,6,Sunday,6,1,0,33441,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,7,Sunday,6,1,1,34361,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,8,Sunday,6,1,1,47661,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,9,Sunday,6,1,1,56154,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,10,Sunday,6,1,0,79640,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,11,Sunday,6,1,0,97356,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,12,Sunday,6,1,0,125612,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,13,Sunday,6,1,0,153123,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,14,Sunday,6,1,0,155842,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,15,Sunday,6,1,0,165642,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,16,Sunday,6,1,0,100532,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,17,Sunday,6,1,1,105563,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,18,Sunday,6,1,1,110931,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,19,Sunday,6,1,1,100982,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,20,Sunday,6,1,1,90231,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,21,Sunday,6,1,0,88157,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,22,Sunday,6,1,0,80249,378,49.709,1.8783,17962.91
2024-08-11,Aurobindo Marg,23,Sunday,6,1,0,63995,378,49.709,1.8783,17962.91
2024-08-11,Mehrauli Badarpur Road,0,Sunday,6,1,0,35189,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,1,Sunday,6,1,0,26667,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,2,Sunday,6,1,0,16384,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,3,Sunday,6,1,0,12604,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,4,Sunday,6,1,0,8814,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,5,Sunday,6,1,0,8524,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,6,Sunday,6,1,0,10242,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,7,Sunday,6,1,1,12481,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,8,Sunday,6,1,1,14401,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,9,Sunday,6,1,1,18050,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,10,Sunday,6,1,0,25884,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,11,Sunday,6,1,0,34570,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,12,Sunday,6,1,0,43873,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,13,Sunday,6,1,0,56859,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,14,Sunday,6,1,0,59496,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,15,Sunday,6,1,0,54562,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,16,Sunday,6,1,0,34027,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,17,Sunday,6,1,1,28405,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,18,Sunday,6,1,1,26449,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,19,Sunday,6,1,1,27657,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,20,Sunday,6,1,1,23404,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,21,Sunday,6,1,0,21479,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,22,Sunday,6,1,0,20801,370,49.5622,2.0081,24206.35
2024-08-11,Mehrauli Badarpur Road,23,Sunday,6,1,0,19908,370,49.5622,2.0081,24206.35
2024-08-11,Barapullah Road,0,Sunday,6,1,0,38204,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,1,Sunday,6,1,0,27071,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,2,Sunday,6,1,0,20820,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,3,Sunday,6,1,0,17241,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,4,Sunday,6,1,0,20728,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,5,Sunday,6,1,0,20476,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,6,Sunday,6,1,0,21259,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,7,Sunday,6,1,1,21385,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,8,Sunday,6,1,1,29763,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,9,Sunday,6,1,1,30602,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,10,Sunday,6,1,0,41088,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,11,Sunday,6,1,0,56921,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,12,Sunday,6,1,0,82354,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,13,Sunday,6,1,0,88763,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,14,Sunday,6,1,0,95126,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,15,Sunday,6,1,0,96135,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,16,Sunday,6,1,0,80305,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,17,Sunday,6,1,1,79266,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,18,Sunday,6,1,1,67814,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,19,Sunday,6,1,1,71371,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,20,Sunday,6,1,1,58656,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,21,Sunday,6,1,0,43093,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,22,Sunday,6,1,0,36784,218,45.2661,1.3761,16478.62
2024-08-11,Barapullah Road,23,Sunday,6,1,0,30573,218,45.2661,1.3761,16478.62
2024-08-11,Vikas Marg,0,Sunday,6,1,0,33369,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,1,Sunday,6,1,0,26887,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,2,Sunday,6,1,0,16682,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,3,Sunday,6,1,0,13371,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,4,Sunday,6,1,0,11423,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,5,Sunday,6,1,0,16621,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,6,Sunday,6,1,0,17649,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,7,Sunday,6,1,1,14467,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,8,Sunday,6,1,1,15386,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,9,Sunday,6,1,1,19790,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,10,Sunday,6,1,0,24885,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,11,Sunday,6,1,0,34656,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,12,Sunday,6,1,0,40595,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,13,Sunday,6,1,0,47270,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,14,Sunday,6,1,0,51188,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,15,Sunday,6,1,0,50419,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,16,Sunday,6,1,0,39409,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,17,Sunday,6,1,1,33375,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,18,Sunday,6,1,1,26883,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,19,Sunday,6,1,1,27393,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,20,Sunday,6,1,1,24185,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,21,Sunday,6,1,0,21502,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,22,Sunday,6,1,0,24187,194,53.6082,2.0052,14316.28
2024-08-11,Vikas Marg,23,Sunday,6,1,0,23295,194,53.6082,2.0052,14316.28
2024-08-11,Africa Avenue,0,Sunday,6,1,0,21611,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,1,Sunday,6,1,0,17123,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,2,Sunday,6,1,0,13964,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,3,Sunday,6,1,0,11248,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,4,Sunday,6,1,0,6913,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,5,Sunday,6,1,0,8192,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,6,Sunday,6,1,0,7235,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,7,Sunday,6,1,1,9836,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,8,Sunday,6,1,1,11245,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,9,Sunday,6,1,1,14056,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,10,Sunday,6,1,0,18722,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,11,Sunday,6,1,0,25653,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,12,Sunday,6,1,0,33210,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,13,Sunday,6,1,0,40329,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,14,Sunday,6,1,0,45866,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,15,Sunday,6,1,0,45205,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,16,Sunday,6,1,0,40315,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,17,Sunday,6,1,1,35287,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,18,Sunday,6,1,1,36700,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,19,Sunday,6,1,1,32502,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,20,Sunday,6,1,1,27926,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,21,Sunday,6,1,0,25253,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,22,Sunday,6,1,0,16877,164,48.25,3.061,8464.09
2024-08-11,Africa Avenue,23,Sunday,6,1,0,12022,164,48.25,3.061,8464.09
2024-08-11,Sardar Patel Marg,0,Sunday,6,1,0,36064,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,1,Sunday,6,1,0,25825,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,2,Sunday,6,1,0,17036,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,3,Sunday,6,1,0,17736,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,4,Sunday,6,1,0,17943,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,5,Sunday,6,1,0,19446,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,6,Sunday,6,1,0,24617,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,7,Sunday,6,1,1,20490,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,8,Sunday,6,1,1,23983,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,9,Sunday,6,1,1,26163,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,10,Sunday,6,1,0,32164,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,11,Sunday,6,1,0,47553,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,12,Sunday,6,1,0,50791,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,13,Sunday,6,1,0,63737,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,14,Sunday,6,1,0,74690,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,15,Sunday,6,1,0,77886,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,16,Sunday,6,1,0,58247,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,17,Sunday,6,1,1,53140,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,18,Sunday,6,1,1,42110,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,19,Sunday,6,1,1,47791,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,20,Sunday,6,1,1,38683,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,21,Sunday,6,1,0,33646,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,22,Sunday,6,1,0,29094,153,52.8758,1.8954,9624.01
2024-08-11,Sardar Patel Marg,23,Sunday,6,1,0,23965,153,52.8758,1.8954,9624.01
2024-08-11,Noida Link Road,0,Sunday,6,1,0,19499,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,1,Sunday,6,1,0,12174,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,2,Sunday,6,1,0,12180,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,3,Sunday,6,1,0,5697,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,4,Sunday,6,1,0,5679,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,5,Sunday,6,1,0,9153,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,6,Sunday,6,1,0,10683,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,7,Sunday,6,1,1,10390,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,8,Sunday,6,1,1,10855,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,9,Sunday,6,1,1,15485,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,10,Sunday,6,1,0,19971,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,11,Sunday,6,1,0,29728,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,12,Sunday,6,1,0,37771,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,13,Sunday,6,1,0,44442,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,14,Sunday,6,1,0,47898,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,15,Sunday,6,1,0,41369,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,16,Sunday,6,1,0,35129,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,17,Sunday,6,1,1,37228,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,18,Sunday,6,1,1,33304,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,19,Sunday,6,1,1,30494,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,20,Sunday,6,1,1,28033,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,21,Sunday,6,1,0,21631,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,22,Sunday,6,1,0,19361,114,51.8421,2.3947,6981.29
2024-08-11,Noida Link Road,23,Sunday,6,1,0,15093,114,51.8421,2.3947,6981.29
2024-08-12,Mahatma Gandhi Marg,0,Monday,0,0,0,159137,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,1,Monday,0,0,0,113849,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,2,Monday,0,0,0,76526,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,3,Monday,0,0,0,66294,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,4,Monday,0,0,0,72835,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,5,Monday,0,0,0,98710,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,6,Monday,0,0,0,163320,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,7,Monday,0,0,1,293702,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,8,Monday,0,0,1,430298,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,9,Monday,0,0,1,468282,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,10,Monday,0,0,0,497619,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,11,Monday,0,0,0,411193,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,12,Monday,0,0,0,453586,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,13,Monday,0,0,0,436305,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,14,Monday,0,0,0,347305,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,15,Monday,0,0,0,331310,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,16,Monday,0,0,0,412786,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,17,Monday,0,0,1,458237,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,18,Monday,0,0,1,473264,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,19,Monday,0,0,1,458710,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,20,Monday,0,0,1,470506,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,21,Monday,0,0,0,435000,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,22,Monday,0,0,0,338880,1052,52.443,1.5722,62245.45
2024-08-12,Mahatma Gandhi Marg,23,Monday,0,0,0,235168,1052,52.443,1.5722,62245.45
2024-08-12,Mathura Road,0,Monday,0,0,0,52721,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,1,Monday,0,0,0,30849,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,2,Monday,0,0,0,20776,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,3,Monday,0,0,0,14945,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,4,Monday,0,0,0,26390,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,5,Monday,0,0,0,38099,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,6,Monday,0,0,0,58476,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,7,Monday,0,0,1,80437,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,8,Monday,0,0,1,146866,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,9,Monday,0,0,1,176328,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,10,Monday,0,0,0,185454,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,11,Monday,0,0,0,157328,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,12,Monday,0,0,0,160379,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,13,Monday,0,0,0,135025,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,14,Monday,0,0,0,130339,759,49.1331,1.9763,50900.63
2024-08-12,Mathura Road,15,Monday,0,0,0,158078,759,49.1331,1.9763,50900.63
